year,latitude,longitude,co2
1/1/1992,42.5,1.6,0.41
1/1/1992,42.8333,12.8333,439.21
1/1/1992,43,25,56.84
1/1/1992,44,18,15.03
1/1/1992,44,21,43.29
1/1/1992,45.1667,15.5,16.63
1/1/1992,46,2,418.45
1/1/1992,46,15,14
1/1/1992,46,25,130.29
1/1/1992,47,8,46.02
1/1/1992,47,20,62.41
1/1/1992,47,29,21.08
1/1/1992,47.1667,9.5333,0.21
1/1/1992,47.3333,13.3333,60.43
1/1/1992,48,68,232.94
1/1/1992,48.6667,19.5,49.16
1/1/1992,49,32,589.06
1/1/1992,49.75,6.1667,12.18
1/1/1992,49.75,15.5,144.07
1/1/1992,50.8333,4,122.66
1/1/1992,51,9,966.71
1/1/1992,52,20,363.72
1/1/1992,52.5,5.75,170.65
1/1/1992,53,-8,33.42
1/1/1992,53,28,89.99
1/1/1992,54,-2,593.5
1/1/1992,56,10,58.41
1/1/1992,56,24,21.19
1/1/1992,57,25,14.27
1/1/1992,59,26,24.51
1/1/1992,60,100,"1,993.22"
1/1/1992,60,100,"1,993.22"
1/1/1992,62,10,34.83
1/1/1992,62,15,57.45
1/1/1992,64,26,54.28
1/1/1992,65,-18,2.26
1/1/1992,9,-80,4.23
1/1/1992,10,-84,3.74
1/1/1992,11,-61,19.1
1/1/1992,11,-61,19.1
1/1/1992,12.1167,-61.6667,0.12
1/1/1992,12.5,-69.9667,1.46
1/1/1992,13,-85,2.37
1/1/1992,13.1667,-59.5333,0.97
1/1/1992,13.25,-61.2,0.08
1/1/1992,13.25,-61.2,0.08
1/1/1992,13.25,-61.2,0.08
1/1/1992,13.8333,-88.9167,3.29
1/1/1992,13.8833,-61.1333,0.2
1/1/1992,15,-86.5,3.03
1/1/1992,15.4167,-61.3333,0.06
1/1/1992,15.5,-90.25,5.92
1/1/1992,17.05,-61.8,0.26
1/1/1992,17.25,-88.75,0.36
1/1/1992,17.3333,-62.75,0.11
1/1/1992,18.25,-77.5,7.71
1/1/1992,18.5,-64.5,0.07
1/1/1992,19,-72.4167,0.9
1/1/1992,19,-70.6667,10.82
1/1/1992,21.5,-80,31.13
1/1/1992,21.75,-71.5833,0.03
1/1/1992,23,-102,334.21
1/1/1992,24.25,-76,1.79
1/1/1992,32.3333,-64.75,0.46
1/1/1992,38,-97,"5,174.06"
1/1/1992,60,-95,468.86
1/1/1992,72,-40,0.48
1/1/1992,-41,174,28.11
1/1/1992,-27,133,284.91
1/1/1992,-21.5,165.5,1.57
1/1/1992,-20,-175,0.07
1/1/1992,-18,175,0.74
1/1/1992,-16,167,0.06
1/1/1992,-15,-140,0.41
1/1/1992,-13.5833,-172.3333,0.11
1/1/1992,-8,159,0.14
1/1/1992,-8,178,0.01
1/1/1992,-6,147,2.05
1/1/1992,-0.5333,166.9167,0.12
1/1/1992,1.4167,173,0.03
1/1/1992,6.9167,158.25,0.1
1/1/1992,7.5,134.5,0.23
1/1/1992,9,168,0.05
1/1/1992,-34,-64,121.02
1/1/1992,-33,-56,5.14
1/1/1992,-30,-71,32.06
1/1/1992,-23,-58,2.51
1/1/1992,-17,-65,6.62
1/1/1992,-17,-65,6.62
1/1/1992,-10,-76,20.31
1/1/1992,-10,-55,218.38
1/1/1992,-2,-77.5,22.16
1/1/1992,4,-72,61.5
1/1/1992,4,-56,2.06
1/1/1992,5,-59,1.04
1/1/1992,8,-66,105.58
1/1/1992,8,-66,105.58
1/1/1991,-29.5,28.5,1.53
1/1/1991,-29,24,325.73
1/1/1991,-22,17,1.06
1/1/1991,-22,24,2.63
1/1/1991,-20.2833,57.55,1.52
1/1/1991,-20,30,15.87
1/1/1991,-20,47,1.03
1/1/1991,-18.25,35,1.02
1/1/1991,-15,30,2.38
1/1/1991,-13.5,34,0.78
1/1/1991,-12.5,18.5,5.06
1/1/1991,-12.1667,44.25,0.07
1/1/1991,-6,35,2.35
1/1/1991,-4.5833,55.6667,0.17
1/1/1991,-3.5,30,0.24
1/1/1991,-2,30,0.48
1/1/1991,-1,11.75,4.52
1/1/1991,-1,15,0.99
1/1/1991,0,25,2.94
1/1/1991,1,7,0.05
1/1/1991,1,32,0.78
1/1/1991,1,38,4.71
1/1/1991,2,10,0.14
1/1/1991,6,12,1.06
1/1/1991,6.5,-9.5,0.28
1/1/1991,7,21,0.21
1/1/1991,8,-5,4.31
1/1/1991,8,-5,4.31
1/1/1991,8,-2,3.87
1/1/1991,8,1.1667,1.05
1/1/1991,8,38,2.96
1/1/1991,8.5,-11.5,0.55
1/1/1991,9.5,2.25,0.79
1/1/1991,10,8,41.93
1/1/1991,10,49,0.71
1/1/1991,11,-10,1.03
1/1/1991,11.5,43,0.31
1/1/1991,12,-15,0.18
1/1/1991,13,-2,0.63
1/1/1991,13.4667,-16.5667,0.18
1/1/1991,14,-14,3.38
1/1/1991,15,19,0.07
1/1/1991,15,30,4.47
1/1/1991,15,39,
1/1/1991,16,8,0.72
1/1/1991,17,-4,0.43
1/1/1991,20,-12,0.87
1/1/1991,25,17,42.62
1/1/1991,25,17,42.62
1/1/1991,27,30,78.32
1/1/1991,28,3,78.81
1/1/1991,32,-5,24.93
1/1/1991,34,9,15.36
1/1/1991,-8.55,125.5167,
1/1/1991,-5,120,180.7
1/1/1991,1.3667,103.8,45.05
1/1/1991,2.5,112.5,67.85
1/1/1991,3.25,73,0.15
1/1/1991,4.5,114.6667,5.31
1/1/1991,4.5,114.6667,5.31
1/1/1991,7,81,4.14
1/1/1991,13,105,1.3
1/1/1991,13,122,43.47
1/1/1991,15,48,9.13
1/1/1991,15,100,98.37
1/1/1991,16,106,21.16
1/1/1991,16,106,21.16
1/1/1991,20,77,656.74
1/1/1991,21,57,11.68
1/1/1991,22,98,4.14
1/1/1991,22,98,4.14
1/1/1991,22.1667,113.55,1.09
1/1/1991,22.25,114.1667,28.46
1/1/1991,24,54,56.67
1/1/1991,24,90,15.9
1/1/1991,25,45,267.39
1/1/1991,25.5,51.25,17.65
1/1/1991,26,50.55,11.86
1/1/1991,27.5,90.5,0.18
1/1/1991,28,84,0.95
1/1/1991,29.3375,47.6581,10.17
1/1/1991,30,70,67.48
1/1/1991,31,36,9.68
1/1/1991,31.5,34.75,36.15
1/1/1991,32,53,225.95
1/1/1991,33,44,45.19
1/1/1991,33,65,2.43
1/1/1991,33.8333,35.8333,8.11
1/1/1991,35,33,5.13
1/1/1991,35,38,42.2
1/1/1991,35,105,"2,538.92"
1/1/1991,36,138,"1,167.04"
1/1/1991,37,127.5,262.04
1/1/1991,37,127.5,262.04
1/1/1991,39,35,153.54
1/1/1991,39,71,7.9
1/1/1991,40,45,6.44
1/1/1991,40,60,35.62
1/1/1991,40,127,117.23
1/1/1991,40.5,47.5,60.8
1/1/1991,41,64,119.88
1/1/1991,41,75,12.11
1/1/1991,42,43.5,16.54
1/1/1991,46,105,12.12
1/1/1991,48,68,257.1
1/1/1991,60,100,"2,437.04"
1/1/1991,60,100,"2,437.04"
1/1/1991,35,33,5.13
1/1/1991,35.8333,14.5833,2.11
1/1/1991,39,22,83.35
1/1/1991,39,35,153.54
1/1/1991,39.5,-8,47.21
1/1/1991,40,-4,241.47
1/1/1991,40,45,6.44
1/1/1991,40.5,47.5,60.8
1/1/1991,41,20,4.28
1/1/1991,41.8333,22,10.14
1/1/1991,42,19,1.8
1/1/1991,42,43.5,16.54
1/1/1991,42.5,1.6,0.41
1/1/1991,42.8333,12.8333,440.09
1/1/1991,43,25,60.06
1/1/1991,44,18,14.15
1/1/1991,44,21,40.72
1/1/1991,45.1667,15.5,17.3
1/1/1991,46,2,428.65
1/1/1991,46,15,14
1/1/1991,46,25,140.97
1/1/1991,47,8,46.14
1/1/1991,47,20,69.78
1/1/1991,47,29,23.15
1/1/1991,47.1667,9.5333,0.21
1/1/1991,47.3333,13.3333,65.9
1/1/1991,48,68,257.1
1/1/1991,48.6667,19.5,53.62
1/1/1991,49,32,632.54
1/1/1991,49.75,6.1667,12.42
1/1/1991,49.75,15.5,148.51
1/1/1991,50.8333,4,123.54
1/1/1991,51,9,"1,014.97"
1/1/1991,52,20,373.38
1/1/1991,52.5,5.75,170.82
1/1/1991,53,-8,33.61
1/1/1991,53,28,97.04
1/1/1991,54,-2,609.02
1/1/1991,56,10,64.22
1/1/1991,56,24,37.88
1/1/1991,57,25,18.04
1/1/1991,59,26,34.04
1/1/1991,60,100,"2,437.04"
1/1/1991,60,100,"2,437.04"
1/1/1991,62,10,34.07
1/1/1991,62,15,57.71
1/1/1991,64,26,55.23
1/1/1991,65,-18,2.12
1/1/1991,9,-80,3.22
1/1/1991,10,-84,3.29
1/1/1991,11,-61,16.97
1/1/1991,11,-61,16.97
1/1/1991,12.1167,-61.6667,0.11
1/1/1991,12.5,-69.9667,1.68
1/1/1991,13,-85,1.99
1/1/1991,13.1667,-59.5333,1.19
1/1/1991,13.25,-61.2,0.08
1/1/1991,13.25,-61.2,0.08
1/1/1991,13.25,-61.2,0.08
1/1/1991,13.8333,-88.9167,3.12
1/1/1991,13.8833,-61.1333,0.17
1/1/1991,15,-86.5,2.65
1/1/1991,15.4167,-61.3333,0.06
1/1/1991,15.5,-90.25,4.95
1/1/1991,17.05,-61.8,0.27
1/1/1991,17.25,-88.75,0.36
1/1/1991,17.3333,-62.75,0.11
1/1/1991,18.25,-77.5,7.75
1/1/1991,18.5,-64.5,0.07
1/1/1991,19,-72.4167,0.98
1/1/1991,19,-70.6667,9.95
1/1/1991,21.5,-80,29.55
1/1/1991,21.75,-71.5833,0.03
1/1/1991,23,-102,331.37
1/1/1991,24.25,-76,1.78
1/1/1991,32.3333,-64.75,0.54
1/1/1991,38,-97,"5,070.84"
1/1/1991,60,-95,454.63
1/1/1991,72,-40,0.55
1/1/1991,-41,174,26.12
1/1/1991,-27,133,279.87
1/1/1991,-21.5,165.5,1.76
1/1/1991,-20,-175,0.1
1/1/1991,-18,175,0.66
1/1/1991,-16,167,0.07
1/1/1991,-15,-140,0.43
1/1/1991,-13.5833,-172.3333,0.11
1/1/1991,-8,159,0.15
1/1/1991,-8,178,0.01
1/1/1991,-6,147,2.06
1/1/1991,-0.5333,166.9167,0.12
1/1/1991,1.4167,173,0.02
1/1/1991,6.9167,158.25,
1/1/1991,7.5,134.5,
1/1/1991,9,168,
1/1/1991,-34,-64,116.85
1/1/1991,-33,-56,4.53
1/1/1991,-30,-71,30.94
1/1/1991,-23,-58,2.12
1/1/1991,-17,-65,5.97
1/1/1991,-17,-65,5.97
1/1/1991,-10,-76,20.17
1/1/1991,-10,-55,217.23
1/1/1991,-2,-77.5,16.38
1/1/1991,4,-72,56.66
1/1/1991,4,-56,2.05
1/1/1991,5,-59,1.11
1/1/1991,8,-66,115.05
1/1/1991,8,-66,115.05
1/1/1990,-29.5,28.5,1.47
1/1/1990,-29,24,312.63
1/1/1990,-22,17,
1/1/1990,-22,24,2.7
1/1/1990,-20.2833,57.55,1.46
1/1/1990,-20,30,15.57
1/1/1990,-20,47,0.94
1/1/1990,-18.25,35,1.02
1/1/1990,-15,30,2.41
1/1/1990,-13.5,34,0.74
1/1/1990,-12.5,18.5,5.09
1/1/1990,-12.1667,44.25,0.06
1/1/1990,-6,35,2.22
1/1/1990,-4.5833,55.6667,0.15
1/1/1990,-3.5,30,0.21
1/1/1990,-2,30,0.54
1/1/1990,-1,11.75,4.49
1/1/1990,-1,15,1.18
1/1/1990,0,25,4.03
1/1/1990,1,7,0.05
1/1/1990,1,32,0.76
1/1/1990,1,38,5.69
1/1/1990,2,10,0.07
1/1/1990,6,12,1.68
1/1/1990,6.5,-9.5,0.47
1/1/1990,7,21,0.2
1/1/1990,8,-5,4.78
1/1/1990,8,-5,4.78
1/1/1990,8,-2,3.75
1/1/1990,8,1.1667,0.97
1/1/1990,8,38,2.99
1/1/1990,8.5,-11.5,0.49
1/1/1990,9.5,2.25,0.68
1/1/1990,10,8,38.86
1/1/1990,10,49,0.73
1/1/1990,11,-10,1
1/1/1990,11.5,43,0.32
1/1/1990,12,-15,0.17
1/1/1990,13,-2,0.58
1/1/1990,13.4667,-16.5667,0.18
1/1/1990,14,-14,3.14
1/1/1990,15,19,0.14
1/1/1990,15,30,4.77
1/1/1990,15,39,
1/1/1990,16,8,0.73
1/1/1990,17,-4,0.42
1/1/1990,20,-12,0.85
1/1/1990,25,17,36.51
1/1/1990,25,17,36.51
1/1/1990,27,30,75.62
1/1/1990,28,3,76.74
1/1/1990,32,-5,23.5
1/1/1990,34,9,13.17
1/1/1990,-8.55,125.5167,
1/1/1990,-5,120,150.35
1/1/1990,1.3667,103.8,44.29
1/1/1990,2.5,112.5,56.01
1/1/1990,3.25,73,0.17
1/1/1990,4.5,114.6667,6.19
1/1/1990,4.5,114.6667,6.19
1/1/1990,7,81,3.83
1/1/1990,13,105,1.26
1/1/1990,13,122,41.35
1/1/1990,15,48,9.52
1/1/1990,15,100,89.39
1/1/1990,16,106,21.16
1/1/1990,16,106,21.16
1/1/1990,20,77,616.58
1/1/1990,21,57,11.3
1/1/1990,22,98,4.23
1/1/1990,22,98,4.23
1/1/1990,22.1667,113.55,1.03
1/1/1990,22.25,114.1667,27.15
1/1/1990,24,54,51.7
1/1/1990,24,90,15.49
1/1/1990,25,45,185.49
1/1/1990,25.5,51.25,11.74
1/1/1990,26,50.55,12.41
1/1/1990,27.5,90.5,0.13
1/1/1990,28,84,0.62
1/1/1990,29.3375,47.6581,50.89
1/1/1990,30,70,67.83
1/1/1990,31,36,10.25
1/1/1990,31.5,34.75,35.82
1/1/1990,32,53,209.24
1/1/1990,33,44,46.84
1/1/1990,33,65,2.6
1/1/1990,33.8333,35.8333,7.87
1/1/1990,35,33,4.64
1/1/1990,35,38,37.05
1/1/1990,35,105,"2,420.30"
1/1/1990,36,138,"1,155.26"
1/1/1990,37,127.5,247.44
1/1/1990,37,127.5,247.44
1/1/1990,39,35,146.51
1/1/1990,39,71,8.2
1/1/1990,40,45,6.64
1/1/1990,40,60,36.94
1/1/1990,40,127,122.4
1/1/1990,40.5,47.5,63.05
1/1/1990,41,64,124.15
1/1/1990,41,75,12.56
1/1/1990,42,43.5,17.15
1/1/1990,46,105,9.89
1/1/1990,48,68,266.52
1/1/1990,60,100,"2,571.21"
1/1/1990,60,100,"2,571.21"
1/1/1990,35,33,4.64
1/1/1990,35.8333,14.5833,1.94
1/1/1990,39,22,83.38
1/1/1990,39,35,146.51
1/1/1990,39.5,-8,45.58
1/1/1990,40,-4,231.9
1/1/1990,40,45,6.64
1/1/1990,40.5,47.5,63.05
1/1/1990,41,20,5.51
1/1/1990,41.8333,22,14.34
1/1/1990,42,19,2.55
1/1/1990,42,43.5,17.15
1/1/1990,42.5,1.6,0.41
1/1/1990,42.8333,12.8333,439.94
1/1/1990,43,25,78.67
1/1/1990,44,18,20.01
1/1/1990,44,21,57.61
1/1/1990,45.1667,15.5,23.44
1/1/1990,46,2,403.1
1/1/1990,46,15,15.07
1/1/1990,46,25,171.23
1/1/1990,47,8,44.16
1/1/1990,47,20,73.46
1/1/1990,47,29,24.04
1/1/1990,47.1667,9.5333,0.2
1/1/1990,47.3333,13.3333,62.29
1/1/1990,48,68,266.52
1/1/1990,48.6667,19.5,62
1/1/1990,49,32,705.83
1/1/1990,49.75,6.1667,11.81
1/1/1990,49.75,15.5,164.23
1/1/1990,50.8333,4,120.48
1/1/1990,51,9,"1,053.00"
1/1/1990,52,20,376.04
1/1/1990,52.5,5.75,162.44
1/1/1990,53,-8,32.88
1/1/1990,53,28,104.13
1/1/1990,54,-2,601.07
1/1/1990,56,10,53.6
1/1/1990,56,24,35.79
1/1/1990,57,25,19.81
1/1/1990,59,26,37.07
1/1/1990,60,100,"2,571.21"
1/1/1990,60,100,"2,571.21"
1/1/1990,62,10,35.7
1/1/1990,62,15,57.51
1/1/1990,64,26,56.97
1/1/1990,65,-18,2.24
1/1/1990,9,-80,2.75
1/1/1990,10,-84,2.91
1/1/1990,11,-61,16.98
1/1/1990,11,-61,16.98
1/1/1990,12.1167,-61.6667,0.11
1/1/1990,12.5,-69.9667,1.64
1/1/1990,13,-85,2.04
1/1/1990,13.1667,-59.5333,1.06
1/1/1990,13.25,-61.2,0.08
1/1/1990,13.25,-61.2,0.08
1/1/1990,13.25,-61.2,0.08
1/1/1990,13.8333,-88.9167,2.47
1/1/1990,13.8833,-61.1333,0.16
1/1/1990,15,-86.5,2.55
1/1/1990,15.4167,-61.3333,0.06
1/1/1990,15.5,-90.25,4.97
1/1/1990,17.05,-61.8,0.28
1/1/1990,17.25,-88.75,0.31
1/1/1990,17.3333,-62.75,0.11
1/1/1990,18.25,-77.5,7.53
1/1/1990,18.5,-64.5,0.07
1/1/1990,19,-72.4167,0.98
1/1/1990,19,-70.6667,9.15
1/1/1990,21.5,-80,33.12
1/1/1990,21.75,-71.5833,0.03
1/1/1990,23,-102,318.41
1/1/1990,24.25,-76,1.95
1/1/1990,32.3333,-64.75,0.5
1/1/1990,38,-97,"5,121.26"
1/1/1990,60,-95,463.88
1/1/1990,72,-40,0.55
1/1/1990,-41,174,25.45
1/1/1990,-27,133,278.42
1/1/1990,-21.5,165.5,1.58
1/1/1990,-20,-175,0.08
1/1/1990,-18,175,0.81
1/1/1990,-16,167,0.07
1/1/1990,-15,-140,0.44
1/1/1990,-13.5833,-172.3333,0.1
1/1/1990,-8,159,0.15
1/1/1990,-8,178,0.01
1/1/1990,-6,147,2.14
1/1/1990,-0.5333,166.9167,0.12
1/1/1990,1.4167,173,0.02
1/1/1990,6.9167,158.25,
1/1/1990,7.5,134.5,
1/1/1990,9,168,
1/1/1990,-34,-64,111.89
1/1/1990,-33,-56,3.97
1/1/1990,-30,-71,32.95
1/1/1990,-23,-58,2.15
1/1/1990,-17,-65,5.73
1/1/1990,-17,-65,5.73
1/1/1990,-10,-76,20.95
1/1/1990,-10,-55,206.92
1/1/1990,-2,-77.5,16.71
1/1/1990,4,-72,56.92
1/1/1990,4,-56,1.77
1/1/1990,5,-59,1.13
1/1/1990,8,-66,121.82
1/1/1990,8,-66,121.82
1/1/1989,-29.5,28.5,
1/1/1989,-29,24,340.42
1/1/1989,-22,17,
1/1/1989,-22,24,1.43
1/1/1989,-20.2833,57.55,1.05
1/1/1989,-20,30,16.11
1/1/1989,-20,47,0.93
1/1/1989,-18.25,35,1.03
1/1/1989,-15,30,2.57
1/1/1989,-13.5,34,0.56
1/1/1989,-12.5,18.5,4.92
1/1/1989,-12.1667,44.25,0.05
1/1/1989,-6,35,2.16
1/1/1989,-4.5833,55.6667,0.23
1/1/1989,-3.5,30,0.27
1/1/1989,-2,30,0.68
1/1/1989,-1,11.75,5.76
1/1/1989,-1,15,1.5
1/1/1989,0,25,4.35
1/1/1989,1,7,0.05
1/1/1989,1,32,0.8
1/1/1989,1,38,5.09
1/1/1989,2,10,0.12
1/1/1989,6,12,7.58
1/1/1989,6.5,-9.5,0.66
1/1/1989,7,21,0.25
1/1/1989,8,-5,8.27
1/1/1989,8,-5,8.27
1/1/1989,8,-2,3.3
1/1/1989,8,1.1667,1.02
1/1/1989,8,38,2.79
1/1/1989,8.5,-11.5,0.37
1/1/1989,9.5,2.25,0.61
1/1/1989,10,8,42.12
1/1/1989,10,49,0.95
1/1/1989,11,-10,1.04
1/1/1989,11.5,43,0.39
1/1/1989,12,-15,0.23
1/1/1989,13,-2,0.82
1/1/1989,13.4667,-16.5667,0.18
1/1/1989,14,-14,3.66
1/1/1989,15,19,0.1
1/1/1989,15,30,3.43
1/1/1989,15,39,
1/1/1989,16,8,1.04
1/1/1989,17,-4,0.42
1/1/1989,20,-12,2.8
1/1/1989,25,17,37.07
1/1/1989,25,17,37.07
1/1/1989,27,30,71.9
1/1/1989,28,3,79.81
1/1/1989,32,-5,22.88
1/1/1989,34,9,13.14
1/1/1989,-8.55,125.5167,
1/1/1989,-5,120,131.73
1/1/1989,1.3667,103.8,41.71
1/1/1989,2.5,112.5,49.43
1/1/1989,3.25,73,0.12
1/1/1989,4.5,114.6667,6.34
1/1/1989,4.5,114.6667,6.34
1/1/1989,7,81,3.45
1/1/1989,13,105,0.45
1/1/1989,13,122,38.91
1/1/1989,15,48,9.94
1/1/1989,15,100,77.78
1/1/1989,16,106,17.33
1/1/1989,16,106,17.33
1/1/1989,20,77,576.4
1/1/1989,21,57,9.99
1/1/1989,22,98,4.43
1/1/1989,22,98,4.43
1/1/1989,22.1667,113.55,1.03
1/1/1989,22.25,114.1667,30.14
1/1/1989,24,54,54.19
1/1/1989,24,90,13.42
1/1/1989,25,45,203.42
1/1/1989,25.5,51.25,14.29
1/1/1989,26,50.55,11.72
1/1/1989,27.5,90.5,0.06
1/1/1989,28,84,0.89
1/1/1989,29.3375,47.6581,35.77
1/1/1989,30,70,60.32
1/1/1989,31,36,9.08
1/1/1989,31.5,34.75,31.39
1/1/1989,32,53,190.1
1/1/1989,33,44,72.24
1/1/1989,33,65,2.76
1/1/1989,33.8333,35.8333,7.72
1/1/1989,35,33,4.43
1/1/1989,35,38,34.27
1/1/1989,35,105,"2,386.89"
1/1/1989,36,138,"1,021.68"
1/1/1989,37,127.5,236.25
1/1/1989,37,127.5,236.25
1/1/1989,39,35,137.57
1/1/1989,39,71,8.74
1/1/1989,40,45,7.08
1/1/1989,40,60,39.41
1/1/1989,40,127,213.07
1/1/1989,40.5,47.5,67.25
1/1/1989,41,64,132.54
1/1/1989,41,75,13.39
1/1/1989,42,43.5,18.3
1/1/1989,46,105,10.46
1/1/1989,48,68,312.68
1/1/1989,60,100,"2,481.72"
1/1/1989,60,100,"2,481.72"
1/1/1989,35,33,4.43
1/1/1989,35.8333,14.5833,2.17
1/1/1989,39,22,73.23
1/1/1989,39,35,137.57
1/1/1989,39.5,-8,40.82
1/1/1989,40,-4,224.88
1/1/1989,40,45,7.08
1/1/1989,40.5,47.5,67.25
1/1/1989,41,20,8.98
1/1/1989,41.8333,22,14.35
1/1/1989,42,19,2.55
1/1/1989,42,43.5,18.3
1/1/1989,42.5,1.6,
1/1/1989,42.8333,12.8333,404.74
1/1/1989,43,25,86.44
1/1/1989,44,18,20.03
1/1/1989,44,21,57.65
1/1/1989,45.1667,15.5,21.62
1/1/1989,46,2,392.94
1/1/1989,46,15,16.45
1/1/1989,46,25,213.6
1/1/1989,47,8,39.42
1/1/1989,47,20,75.92
1/1/1989,47,29,25.62
1/1/1989,47.1667,9.5333,
1/1/1989,47.3333,13.3333,53.7
1/1/1989,48,68,312.68
1/1/1989,48.6667,19.5,56.34
1/1/1989,49,32,751.24
1/1/1989,49.75,6.1667,9.88
1/1/1989,49.75,15.5,175.18
1/1/1989,50.8333,4,106.79
1/1/1989,51,9,"1,012.75"
1/1/1989,52,20,422.18
1/1/1989,52.5,5.75,161.66
1/1/1989,53,-8,30.06
1/1/1989,53,28,104.1
1/1/1989,54,-2,581.58
1/1/1989,56,10,48.81
1/1/1989,56,24,27.17
1/1/1989,57,25,17.01
1/1/1989,59,26,28.66
1/1/1989,60,100,"2,481.72"
1/1/1989,60,100,"2,481.72"
1/1/1989,62,10,49.35
1/1/1989,62,15,55.52
1/1/1989,64,26,52.45
1/1/1989,65,-18,1.89
1/1/1989,9,-80,2.51
1/1/1989,10,-84,2.93
1/1/1989,11,-61,16.11
1/1/1989,11,-61,16.11
1/1/1989,12.1167,-61.6667,0.1
1/1/1989,12.5,-69.9667,0.65
1/1/1989,13,-85,1.47
1/1/1989,13.1667,-59.5333,0.98
1/1/1989,13.25,-61.2,0.08
1/1/1989,13.25,-61.2,0.08
1/1/1989,13.25,-61.2,0.08
1/1/1989,13.8333,-88.9167,2.55
1/1/1989,13.8833,-61.1333,0.16
1/1/1989,15,-86.5,2.69
1/1/1989,15.4167,-61.3333,0.06
1/1/1989,15.5,-90.25,4.19
1/1/1989,17.05,-61.8,0.29
1/1/1989,17.25,-88.75,0.3
1/1/1989,17.3333,-62.75,0.07
1/1/1989,18.25,-77.5,6.72
1/1/1989,18.5,-64.5,0.07
1/1/1989,19,-72.4167,1.02
1/1/1989,19,-70.6667,10.26
1/1/1989,21.5,-80,35.51
1/1/1989,21.75,-71.5833,
1/1/1989,23,-102,361.8
1/1/1989,24.25,-76,1.95
1/1/1989,32.3333,-64.75,0.78
1/1/1989,38,-97,"4,948.02"
1/1/1989,60,-95,462.82
1/1/1989,72,-40,0.47
1/1/1989,-41,174,25.45
1/1/1989,-27,133,277.49
1/1/1989,-21.5,165.5,1.64
1/1/1989,-20,-175,0.07
1/1/1989,-18,175,0.63
1/1/1989,-16,167,0.06
1/1/1989,-15,-140,0.54
1/1/1989,-13.5833,-172.3333,0.12
1/1/1989,-8,159,0.16
1/1/1989,-8,178,
1/1/1989,-6,147,2.03
1/1/1989,-0.5333,166.9167,0.16
1/1/1989,1.4167,173,0.02
1/1/1989,6.9167,158.25,
1/1/1989,7.5,134.5,
1/1/1989,9,168,
1/1/1989,-34,-64,116.8
1/1/1989,-33,-56,4.85
1/1/1989,-30,-71,32.05
1/1/1989,-23,-58,2.23
1/1/1989,-17,-65,4.97
1/1/1989,-17,-65,4.97
1/1/1989,-10,-76,21.73
1/1/1989,-10,-55,212.11
1/1/1989,-2,-77.5,20.15
1/1/1989,4,-72,52.81
1/1/1989,4,-56,1.85
1/1/1989,5,-59,1.18
1/1/1989,8,-66,108.57
1/1/1989,8,-66,108.57
1/1/1988,-29.5,28.5,
1/1/1988,-29,24,342.36
1/1/1988,-22,17,
1/1/1988,-22,24,1.3
1/1/1988,-20.2833,57.55,0.85
1/1/1988,-20,30,16.03
1/1/1988,-20,47,1.29
1/1/1988,-18.25,35,1.01
1/1/1988,-15,30,3.11
1/1/1988,-13.5,34,0.54
1/1/1988,-12.5,18.5,5.05
1/1/1988,-12.1667,44.25,0.05
1/1/1988,-6,35,2.27
1/1/1988,-4.5833,55.6667,0.2
1/1/1988,-3.5,30,0.23
1/1/1988,-2,30,0.69
1/1/1988,-1,11.75,4.32
1/1/1988,-1,15,1.49
1/1/1988,0,25,3.98
1/1/1988,1,7,0.05
1/1/1988,1,32,0.86
1/1/1988,1,38,4.69
1/1/1988,2,10,0.11
1/1/1988,6,12,2.15
1/1/1988,6.5,-9.5,0.81
1/1/1988,7,21,0.23
1/1/1988,8,-5,8.8
1/1/1988,8,-5,8.8
1/1/1988,8,-2,3.41
1/1/1988,8,1.1667,0.96
1/1/1988,8,38,2.64
1/1/1988,8.5,-11.5,0.46
1/1/1988,9.5,2.25,0.54
1/1/1988,10,8,70.42
1/1/1988,10,49,1
1/1/1988,11,-10,1.03
1/1/1988,11.5,43,0.35
1/1/1988,12,-15,0.22
1/1/1988,13,-2,0.55
1/1/1988,13.4667,-16.5667,0.18
1/1/1988,14,-14,2.71
1/1/1988,15,19,0.07
1/1/1988,15,30,4.43
1/1/1988,15,39,
1/1/1988,16,8,0.99
1/1/1988,17,-4,0.38
1/1/1988,20,-12,3.18
1/1/1988,25,17,36.16
1/1/1988,25,17,36.16
1/1/1988,27,30,74.31
1/1/1988,28,3,83.71
1/1/1988,32,-5,21.14
1/1/1988,34,9,12.38
1/1/1988,-8.55,125.5167,
1/1/1988,-5,120,132.77
1/1/1988,1.3667,103.8,35.95
1/1/1988,2.5,112.5,42.39
1/1/1988,3.25,73,0.1
1/1/1988,4.5,114.6667,5.71
1/1/1988,4.5,114.6667,5.71
1/1/1988,7,81,3.46
1/1/1988,13,105,0.45
1/1/1988,13,122,37.48
1/1/1988,15,48,9.55
1/1/1988,15,100,66.2
1/1/1988,16,106,23.01
1/1/1988,16,106,23.01
1/1/1988,20,77,525.08
1/1/1988,21,57,10.52
1/1/1988,22,98,4.09
1/1/1988,22,98,4.09
1/1/1988,22.1667,113.55,0.96
1/1/1988,22.25,114.1667,29.28
1/1/1988,24,54,48.1
1/1/1988,24,90,13.51
1/1/1988,25,45,202.25
