Year,Population,Country,CO2 (MT),Country Code,Continent,Continent_Code,GDP
1/1/1985,11938208,Afghanistan,3.5019,AFG,Asia,AS,
1/1/1985,9961997,Angola,4.6761,AGO,Africa,AF,6684491978.60963
1/1/1985,2964762,Albania,7.8739,ALB,Europe,EU,1965384586.2409
1/1/1985,44600,Andorra,,AND,Europe,EU,346737964.774951
1/1/1985,1366164,United Arab Emirates,49.6525,ARE,Asia,AS,40603650231.5445
1/1/1985,30216279,Argentina,100.3662,ARG,South America,SA,88416668900.2596
1/1/1985,3335940,Armenia,6.7083,ARM,Asia,AS,
1/1/1985,3335940,Armenia,6.7083,ARM,Europe,EU,
1/1/1985,61786,Antigua and Barbuda,0.24915,ATG,North America,NA,240923925.925926
1/1/1985,15758000,Australia,240.988,AUS,Oceania,OC,180470967247.066
1/1/1985,7564985,Austria,54.3672,AUT,Europe,EU,69386774474.5943
1/1/1985,6666447,Azerbaijan,63.9894,AZE,Asia,AS,
1/1/1985,6666447,Azerbaijan,63.9894,AZE,Europe,EU,
1/1/1985,4750837,Burundi,0.23083,BDI,Africa,AF,1149979285.77347
1/1/1985,9858308,Belgium,104.0054,BEL,Europe,EU,86730038793.3963
1/1/1985,4278501,Benin,0.72574,BEN,Africa,AF,1045712703.02696
1/1/1985,7727907,Burkina Faso,0.47632,BFA,Africa,AF,1552493413.98989
1/1/1985,90764183,Bangladesh,10.2112,BGD,Asia,AS,22278423076.9231
1/1/1985,8960547,Bulgaria,89.183,BGR,Europe,EU,17155421052.6316
1/1/1985,419428,Bahrain,10.1859,BHR,Asia,AS,3651861702.12766
1/1/1985,234578,Bahamas,1.5096,BHS,North America,NA,2320699900
1/1/1985,4392131,Bosnia and Herzegovina,18.6911,BIH,Europe,EU,
1/1/1985,9975000,Belarus,99.1444,BLR,Europe,EU,
1/1/1985,164921,Belize,0.19053,BLZ,North America,NA,209150000
1/1/1985,56898,Bermuda,0.45067,BMU,North America,NA,1039500032
1/1/1985,6179460,Bolivia,4.1098,BOL,South America,SA,5377277406.71638
1/1/1985,135274080,Brazil,179.9368,BRA,South America,SA,222942790435.299
1/1/1985,256263,Barbados,0.83628,BRB,North America,NA,
1/1/1985,224449,Brunei Darussalam,2.5941,BRN,Asia,AS,3523612563.06532
1/1/1985,464266,Bhutan,0.062288,BTN,Asia,AS,172217502.021019
1/1/1985,1069582,Botswana,1.1578,BWA,Africa,AF,1114764007.14811
1/1/1985,2542169,Central African Republic,0.16122,CAF,Africa,AF,864849765.059664
1/1/1985,25842116,Canada,421.6756,CAN,North America,NA,364756499450.751
1/1/1985,6470365,Switzerland,39.78,CHE,Europe,EU,107766112124.049
1/1/1985,12257236,Chile,21.3121,CHL,South America,SA,17702885393.5099
1/1/1985,1051040000,China,1951.7732,CHN,Asia,AS,309488028132.653
1/1/1985,9918196,Cote d'Ivoire,6.9836,CIV,Africa,AF,6977650069.33578
1/1/1985,10070806,Cameroon,6.4706,CMR,Africa,AF,8148223603.58399
1/1/1985,29881229,Democratic Republic of Congo,3.6119,COD,Africa,AF,7195042615.84176
1/1/1985,2054312,Republic of the Congo,1.2752,COG,Africa,AF,2160872541.41887
1/1/1985,29951201,Colombia,48.0917,COL,South America,SA,34894411351.983
1/1/1985,355337,Comoros,0.047632,COM,Africa,AF,114490697.57503
1/1/1985,2736712,Costa Rica,2.2425,CRI,North America,NA,4796628461.38614
1/1/1985,10097911,Cuba,32.4051,CUB,North America,NA,22920490774.102
1/1/1985,152711,Curacao,13.5645,CUW,North America,NA,
1/1/1985,703685,Cyprus,3.1444,CYP,Asia,AS,2430411900.19194
1/1/1985,703685,Cyprus,3.1444,CYP,Europe,EU,2430411900.19194
1/1/1985,10337118,Czech Republic,184.5288,CZE,Europe,EU,
1/1/1985,77684873,Germany,1044.1101,DEU,Europe,EU,729763282952.432
1/1/1985,425613,Djibouti,0.35907,DJI,Africa,AF,340989527.967995
1/1/1985,73201,Dominica,0.047632,DMA,North America,NA,98585185.1851852
1/1/1985,5113691,Denmark,60.0646,DNK,Europe,EU,62658544411.3095
1/1/1985,6464229,Dominican Republic,7.2415,DOM,North America,NA,5044592912.6775
1/1/1985,22431502,Algeria,72.6091,DZA,Africa,AF,57937868670.1937
1/1/1985,9066109,Ecuador,19.3527,ECU,South America,SA,17149094589.9827
1/1/1985,49258732,Egypt,63.8072,EGY,Africa,AF,34689560464.8728
1/1/1985,2003937,Eritrea,,ERI,Africa,AF,
1/1/1985,38469512,Spain,199.931,ESP,Europe,EU,180302412230.92
1/1/1985,1528781,Estonia,27.2464,EST,Europe,EU,
1/1/1985,40652141,Ethiopia,1.7987,ETH,Africa,AF,9480840483.09179
1/1/1985,4902206,Finland,49.5494,FIN,Europe,EU,55914236377.5902
1/1/1985,711775,Fiji,0.57299,FJI,Oceania,OC,1141210124.82663
1/1/1985,56654696,France,402.4593,FRA,Europe,EU,555197109067.017
1/1/1985,85640,Micronesia,,FSM,Oceania,OC,
1/1/1985,827108,Gabon,6.2985,GAB,Africa,AF,3339914759.37269
1/1/1985,56550268,United Kingdom,559.6281,GBR,Europe,EU,489285164271.047
1/1/1985,4662900,Georgia,17.4248,GEO,Asia,AS,
1/1/1985,4662900,Georgia,17.4248,GEO,Europe,EU,
1/1/1985,12783613,Ghana,3.3017,GHA,Africa,AF,4504342152.98679
1/1/1985,5470702,Guinea,0.99294,GIN,Africa,AF,
1/1/1985,755787,Gambia,0.17221,GMB,Africa,AF,225724851.691107
1/1/1985,872163,Guinea-Bissau,0.17221,GNB,Africa,AF,143856253.125
1/1/1985,352118,Equatorial Guinea,0.065952,GNQ,Africa,AF,62118564.8495425
1/1/1985,9934300,Greece,59.7712,GRC,Europe,EU,47820850974.5867
1/1/1985,99946,Grenada,0.062288,GRD,North America,NA,167728444.444444
1/1/1985,53200,Greenland,0.5093,GRL,North America,NA,412876071.118493
1/1/1985,8240060,Guatemala,3.4968,GTM,North America,NA,9721652086.95652
1/1/1985,770435,Guyana,1.418,GUY,South America,SA,453488372.093023
1/1/1985,5456200,Hong Kong,22.8814,HKG,Asia,AS,35699543050.7778
1/1/1985,4281161,Honduras,1.8894,HND,North America,NA,3639499950
1/1/1985,4701417,Croatia,20.1929,HRV,Europe,EU,
1/1/1985,6337273,Haiti,0.92952,HTI,North America,NA,
1/1/1985,10648713,Hungary,85.947,HUN,Europe,EU,
1/1/1985,164982451,Indonesia,121.6304,IDN,Asia,AS,90809969344.1952
1/1/1985,784360008,India,424.256,IND,Asia,AS,229410293755.209
1/1/1985,3538082,Ireland,26.749,IRL,Europe,EU,21295485883.2348
1/1/1985,47347186,Iran,159.9471,IRN,Asia,AS,180183629600.037
1/1/1985,15555800,Iraq,44.1964,IRQ,Asia,AS,48284979092.9559
1/1/1985,241405,Iceland,1.6214,ISL,Europe,EU,3008412959.52317
1/1/1985,4233000,Israel,24.6128,ISR,Asia,AS,27493591483.5864
1/1/1985,56593071,Italy,368.983,ITA,Europe,EU,450725816042.998
1/1/1985,2335510,Jamaica,5.0419,JAM,North America,NA,2100223149.71396
1/1/1985,2900049,Jordan,8.4215,JOR,Asia,AS,4993829194.12063
1/1/1985,120754000,Japan,912.403,JPN,Asia,AS,1400714806812.65
1/1/1985,15665595,Kazakhstan,297.6494,KAZ,Asia,AS,
1/1/1985,15665595,Kazakhstan,297.6494,KAZ,Europe,EU,
1/1/1985,19877083,Kenya,3.716,KEN,Africa,AF,6135034338.30431
1/1/1985,3990300,Kyrgyzstan,12.7521,KGZ,Asia,AS,
1/1/1985,7714880,Cambodia,0.4177,KHM,Asia,AS,
1/1/1985,63986,Kiribati,0.021984,KIR,Oceania,OC,32125148.4042182
1/1/1985,41866,Saint Kitts and Nevis,0.051296,KNA,North America,NA,106057000
1/1/1985,40805744,South Korea,178.4848,KOR,Asia,AS,100273097170.18
1/1/1985,1735274,Kuwait,29.0702,KWT,Asia,AS,21442619680.8511
1/1/1985,2651995,Lebanon,7.7649,LBN,Asia,AS,
1/1/1985,2145754,Liberia,0.71608,LBR,Africa,AF,851296100
1/1/1985,3873781,Libya,31.0022,LBY,Africa,AF,
1/1/1985,126244,Saint Lucia,0.12824,LCA,North America,NA,241273000
1/1/1985,27288,Liechtenstein,,LIE,Europe,EU,529078995.563876
1/1/1985,16176280,Sri Lanka,3.9166,LKA,Asia,AS,5978460972.01767
1/1/1985,1526131,Lesotho,,LSO,Africa,AF,268626912.549917
1/1/1985,3544543,Lithuania,25.7017,LTU,Europe,EU,
1/1/1985,366706,Luxembourg,9.2486,LUX,Europe,EU,4738559684.76119
1/1/1985,2578873,Latvia,16.1617,LVA,Europe,EU,
1/1/1985,283503,Macao,0.7328,MAC,Asia,AS,1348827324.09861
1/1/1985,22499110,Morocco,17.8335,MAR,Africa,AF,14991283215.7408
1/1/1985,3570000,Moldova,24.3443,MDA,Europe,EU,
1/1/1985,10063495,Madagascar,1.053,MDG,Africa,AF,2857889712.4808
1/1/1985,189537,Maldives,0.065952,MDV,Asia,AS,127154929.577465
1/1/1985,75983485,Mexico,288.4057,MEX,North America,NA,184473106267.03
1/1/1985,38333,Marshall Islands,,MHL,Oceania,OC,43879000
1/1/1985,1981534,Macedonia,13.3932,MKD,Europe,EU,
1/1/1985,7831889,Mali,0.40538,MLI,Africa,AF,1392195933.33971
1/1/1985,336452,Malta,1.1981,MLT,Europe,EU,1117835285.50512
1/1/1985,37977086,Myanmar,6.6755,MMR,Asia,AS,
1/1/1985,605398,Montenegro,2.3821,MNE,Europe,EU,
1/1/1985,1921881,Mongolia,8.9979,MNG,Asia,AS,2186505475
1/1/1985,12764387,Mozambique,1.1349,MOZ,Africa,AF,4456240740.74074
1/1/1985,1780030,Mauritania,0.65586,MRT,Africa,AF,683193885.003343
1/1/1985,1020528,Mauritius,0.70715,MUS,Africa,AF,1080642033.34952
1/1/1985,7268267,Malawi,0.55341,MWI,Africa,AF,1131349992.22735
1/1/1985,15598927,Malaysia,36.0141,MYS,Asia,AS,31200161095.4491
1/1/1985,1198148,Namibia,,NAM,Africa,AF,1615776820.56804
1/1/1985,154450,New Caledonia,1.451,NCL,Oceania,OC,854823821.723177
1/1/1985,6915997,Niger,0.99441,NER,Africa,AF,1440581653.32328
1/1/1985,83562785,Nigeria,69.6359,NGA,Africa,AF,28873977228.1115
1/1/1985,3734341,Nicaragua,1.9848,NIC,North America,NA,
1/1/1985,14491632,Netherlands,146.9802,NLD,Europe,EU,142009922306.263
1/1/1985,4152516,Norway,40.6872,NOR,Europe,EU,65416879914.3907
1/1/1985,16858310,Nepal,0.67602,NPL,Asia,AS,2619913955.51556
1/1/1985,8501,Nauru,0.12458,NRU,Oceania,OC,
1/1/1985,3247100,New Zealand,21.858,NZL,Oceania,OC,24680306905.3708
1/1/1985,1498418,Oman,8.6185,OMN,Asia,AS,10005500579.0388
1/1/1985,92191510,Pakistan,46.8135,PAK,Asia,AS,31144920554.0897
1/1/1985,2219201,Panama,2.6133,PAN,North America,NA,6541517100
1/1/1985,19772872,Peru,19.4399,PER,South America,SA,16548827018.2872
1/1/1985,54275822,Philippines,27.8991,PHL,Asia,AS,30734335448.9905
1/1/1985,13528,Palau,,PLW,Oceania,OC,
1/1/1985,4081030,Papua New Guinea,2.1251,PNG,Oceania,OC,2423373088.07358
1/1/1985,37201885,Poland,444.5078,POL,Europe,EU,
1/1/1985,18877238,North Korea,144.2847,PRK,Asia,AS,
1/1/1985,10023613,Portugal,27.1299,PRT,Europe,EU,27118476173.6675
1/1/1985,3676210,Paraguay,1.5485,PRY,South America,SA,2966234106.19469
1/1/1985,177027,French Polynesia,0.58624,PYF,Oceania,OC,1507230778.89921
1/1/1985,370890,Qatar,12.3778,QAT,Asia,AS,6153296456.04396
1/1/1985,22755427,Romania,193.9069,ROU,Europe,EU,
1/1/1985,143858000,Russia,2362.1321,RUS,Asia,AS,
1/1/1985,143858000,Russia,2362.1321,RUS,Europe,EU,
1/1/1985,6146891,Rwanda,0.61555,RWA,Africa,AF,1715625839.17973
1/1/1985,13118993,Saudi Arabia,172.4185,SAU,Asia,AS,103897846493.65
1/1/1985,17210187,Sudan,3.72,SDN,Africa,AF,12403733333.3333
1/1/1985,6471327,Senegal,2.6505,SEN,Africa,AF,2962199835.95355
1/1/1985,2735957,Singapore,33.2666,SGP,Asia,AS,19138296376.1661
1/1/1985,270788,Solomon Islands,0.15022,SLB,Oceania,OC,232306861.156132
1/1/1985,3805311,Sierra Leone,0.66318,SLE,Africa,AF,856890498.625834
1/1/1985,4936807,El Salvador,1.9653,SLV,North America,NA,3800368600
1/1/1985,6648627,Somalia,0.85738,SOM,Africa,AF,
1/1/1985,,Serbia,53.8081,SRB,Europe,EU,
1/1/1985,5220747,South Sudan,0.33923,SSD,Africa,AF,
1/1/1985,104924,Sao Tome and Principe,0.05496,STP,Africa,AF,
1/1/1985,368638,Suriname,1.5959,SUR,South America,SA,873250000
1/1/1985,5161768,Slovakia,59.2471,SVK,Europe,EU,
1/1/1985,1941641,Slovenia,15.3311,SVN,Europe,EU,
1/1/1985,8350386,Sweden,62.3647,SWE,Europe,EU,112514448261.835
1/1/1985,65244,Seychelles,0.15022,SYC,Africa,AF,168887539.130029
1/1/1985,10648632,Syria,29.3894,SYR,Asia,AS,16403544510.5268
1/1/1985,9970,Turks and Caicos Islands,,TCA,North America,NA,
1/1/1985,5095401,Chad,0.17954,TCD,Africa,AF,1033069709.99506
1/1/1985,3252994,Togo,0.65741,TGO,Africa,AF,762359722.701402
1/1/1985,52026901,Thailand,48.2304,THA,Asia,AS,38900692712.1496
1/1/1985,4537822,Tajikistan,8.3217,TJK,Asia,AS,
1/1/1985,3244018,Turkmenistan,37.527,TKM,Asia,AS,
1/1/1985,657053,Timor-Leste,,TLS,Asia,AS,
1/1/1985,93896,Tonga,0.047632,TON,Oceania,OC,60058663.3144773
1/1/1985,1170285,Trinidad and Tobago,20.7231,TTO,North America,NA,7375918367.34694
1/1/1985,7329594,Tunisia,11.8709,TUN,Africa,AF,8410185739.96405
1/1/1985,49133937,Turkey,105.6626,TUR,Asia,AS,67234948264.5987
1/1/1985,49133937,Turkey,105.6626,TUR,Europe,EU,67234948264.5987
1/1/1985,8219,Tuvalu,,TUV,Oceania,OC,
1/1/1985,21633796,Tanzania,2.3379,TZA,Africa,AF,
1/1/1985,14559355,Uganda,0.6179,UGA,Africa,AF,3519666338.52454
1/1/1985,50917000,Ukraine,715.1954,UKR,Europe,EU,
1/1/1985,3011519,Uruguay,3.2838,URY,South America,SA,4732017873.38369
1/1/1985,237924000,United States,4484.3382,USA,North America,NA,4346734000000
1/1/1985,18061284,Uzbekistan,126.3618,UZB,Asia,AS,
1/1/1985,104506,Saint Vincent and the Grenadines,0.065952,VCT,North America,NA,145641703.703704
1/1/1985,17319520,Venezuela,101.0265,VEN,South America,SA,57935746666.6667
1/1/1985,13956,British Virgin Islands,0.047632,VGB,North America,NA,
1/1/1985,60896721,Vietnam,21.0685,VNM,Asia,AS,14094687820.7445
1/1/1985,129984,Vanuatu,0.12091,VUT,Oceania,OC,123698506.111363
1/1/1985,159990,Samoa,0.11358,WSM,Oceania,OC,95572172.9835657
1/1/1985,9572175,Yemen,8.5734,YEM,Asia,AS,
1/1/1985,32678874,South Africa,323.6589,ZAF,Africa,AF,69208451592.5576
1/1/1985,6923149,Zambia,2.7327,ZMB,Africa,AF,2281258064.51613
1/1/1985,8877489,Zimbabwe,10.2137,ZWE,Africa,AF,5637259300
1/1/1986,62644,Aruba,0.17954,ABW,North America,NA,
1/1/1986,11736179,Afghanistan,3.1341,AFG,Asia,AS,
1/1/1986,10320111,Angola,4.6338,AGO,Africa,AF,6684491978.60963
1/1/1986,3022635,Albania,8.0498,ALB,Europe,EU,2173750012.5
1/1/1986,46517,Andorra,,AND,Europe,EU,482000594.03588
1/1/1986,1446380,United Arab Emirates,47.0301,ARE,Asia,AS,33943612094.7971
1/1/1986,30698964,Argentina,103.9339,ARG,South America,SA,110934442762.694
1/1/1986,3392264,Armenia,6.7341,ARM,Asia,AS,
1/1/1986,3392264,Armenia,6.7341,ARM,Europe,EU,
1/1/1986,61754,Antigua and Barbuda,0.24915,ATG,North America,NA,290440148.148148
1/1/1986,16018400,Australia,239.7222,AUS,Oceania,OC,182281757134.863
1/1/1986,7569794,Austria,53.7295,AUT,Europe,EU,99036165209.5539
1/1/1986,6778624,Azerbaijan,64.1605,AZE,Asia,AS,
1/1/1986,6778624,Azerbaijan,64.1605,AZE,Europe,EU,
1/1/1986,4886743,Burundi,0.2345,BDI,Africa,AF,1201725497.06578
1/1/1986,9861823,Belgium,102.3678,BEL,Europe,EU,120661220335.922
1/1/1986,4404506,Benin,0.66543,BEN,Africa,AF,1336102040.71025
1/1/1986,7930694,Burkina Faso,0.47998,BFA,Africa,AF,2036303381.20142
1/1/1986,93187603,Bangladesh,11.4337,BGD,Asia,AS,21774033333.3333
1/1/1986,8958171,Bulgaria,91.1283,BGR,Europe,EU,20249294117.6471
1/1/1986,433480,Bahrain,11.003,BHR,Asia,AS,3052393617.02128
1/1/1986,239017,Bahamas,1.4106,BHS,North America,NA,2472500000
1/1/1986,4435917,Bosnia and Herzegovina,19.5199,BIH,Europe,EU,
1/1/1986,10043000,Belarus,99.3775,BLR,Europe,EU,
1/1/1986,169568,Belize,0.20518,BLZ,North America,NA,227850000
1/1/1986,57382,Bermuda,0.42136,BMU,North America,NA,1173500032
1/1/1986,6309130,Bolivia,3.7637,BOL,South America,SA,3959379487.6064
1/1/1986,138108912,Brazil,197.2262,BRA,South America,SA,268137224729.722
1/1/1986,257107,Barbados,0.90607,BRB,North America,NA,
1/1/1986,230915,Brunei Darussalam,2.2973,BRN,Asia,AS,2358592817.12134
1/1/1986,478692,Bhutan,0.05496,BTN,Asia,AS,201375725.614592
1/1/1986,1110943,Botswana,1.0662,BWA,Africa,AF,1392634771.9653
1/1/1986,2597761,Central African Republic,0.16122,CAF,Africa,AF,1122265026.38274
1/1/1986,26100278,Canada,404.6601,CAN,North America,NA,377437927311.983
1/1/1986,6504124,Switzerland,42.2456,CHE,Europe,EU,154482372838.957
1/1/1986,12445823,Chile,22.0437,CHL,South America,SA,18891048818.7426
1/1/1986,1066790000,China,2052.242,CHN,Asia,AS,300758100107.246
1/1/1986,10307281,Cote d'Ivoire,5.5766,CIV,Africa,AF,9158302205.36237
1/1/1986,10395480,Cameroon,1.9932,CMR,Africa,AF,10621158532.5193
1/1/1986,30683869,Democratic Republic of Congo,3.3457,COD,Africa,AF,8095367168.16178
1/1/1986,2112361,Republic of the Congo,1.0624,COG,Africa,AF,1849268214.68184
1/1/1986,30572478,Colombia,48.7688,COL,South America,SA,34942489683.9712
1/1/1986,365760,Comoros,0.043968,COM,Africa,AF,162487763.894624
1/1/1986,2810242,Costa Rica,2.5775,CRI,North America,NA,5477895474.91039
1/1/1986,10183899,Cuba,33.3752,CUB,North America,NA,24226574634.0293
1/1/1986,152662,Curacao,2.6004,CUW,North America,NA,
1/1/1986,712340,Cyprus,3.6052,CYP,Asia,AS,3090734463.27684
1/1/1986,712340,Cyprus,3.6052,CYP,Europe,EU,3090734463.27684
1/1/1986,10342227,Czech Republic,185.7822,CZE,Europe,EU,
1/1/1986,77720436,Germany,1047.4633,DEU,Europe,EU,1042300769791.95
1/1/1986,454361,Djibouti,0.37739,DJI,Africa,AF,
1/1/1986,72533,Dominica,0.047632,DMA,North America,NA,112074074.074074
1/1/1986,5120534,Denmark,58.9063,DNK,Europe,EU,88078729452.4781
1/1/1986,6596962,Dominican Republic,8.1211,DOM,North America,NA,6122197810.14358
1/1/1986,23102389,Algeria,76.0804,DZA,Africa,AF,63696301892.8116
1/1/1986,9292474,Ecuador,15.1941,ECU,South America,SA,15314143988.0621
1/1/1986,50602354,Egypt,74.3929,EGY,Africa,AF,35880262675.3976
1/1/1986,2064794,Eritrea,,ERI,Africa,AF,
1/1/1986,38584624,Spain,189.1122,ESP,Europe,EU,250638463466.793
1/1/1986,1540190,Estonia,27.327,EST,Europe,EU,
1/1/1986,41965693,Ethiopia,2.1952,ETH,Africa,AF,9848600869.56522
1/1/1986,4918154,Finland,53.2147,FIN,Europe,EU,73586676049.7302
1/1/1986,718639,Fiji,0.59809,FJI,Oceania,OC,1290228616.82408
1/1/1986,56976123,France,387.4211,FRA,Europe,EU,774556302680.178
1/1/1986,87905,Micronesia,,FSM,Oceania,OC,112210000
1/1/1986,850048,Gabon,4.9508,GAB,Africa,AF,3403638193.57912
1/1/1986,56681396,United Kingdom,568.5548,GBR,Europe,EU,601452653180.885
1/1/1986,4704500,Georgia,17.4677,GEO,Asia,AS,
1/1/1986,4704500,Georgia,17.4677,GEO,Europe,EU,
1/1/1986,13164837,Ghana,3.0303,GHA,Africa,AF,5727602648.75537
1/1/1986,5629418,Guinea,0.99661,GIN,Africa,AF,1922600899.3841
1/1/1986,791147,Gambia,0.16122,GMB,Africa,AF,185646209.386282
1/1/1986,892522,Guinea-Bissau,0.1832,GNB,Africa,AF,130225018.751674
1/1/1986,369023,Equatorial Guinea,0.080608,GNQ,Africa,AF,76407396.7552964
1/1/1986,9967213,Greece,58.2737,GRC,Europe,EU,56379593719.5716
1/1/1986,100191,Grenada,0.065952,GRD,North America,NA,187589518.518519
1/1/1986,53500,Greenland,0.3261,GRL,North America,NA,603015696.452849
1/1/1986,8438604,Guatemala,3.6646,GTM,North America,NA,7231963515.98173
1/1/1986,764446,Guyana,1.0442,GUY,South America,SA,504651139.534884
1/1/1986,5524600,Hong Kong,25.5259,HKG,Asia,AS,41075570591.9291
1/1/1986,4410269,Honduras,1.8286,HND,North America,NA,3808500050
1/1/1986,4721446,Croatia,21.0826,HRV,Europe,EU,
1/1/1986,6478541,Haiti,0.83022,HTI,North America,NA,
1/1/1986,10630564,Hungary,83.2407,HUN,Europe,EU,
1/1/1986,168374287,Indonesia,122.2043,IDN,Asia,AS,85129207948.2281
1/1/1986,801975244,India,455.0665,IND,Asia,AS,245664654064.834
1/1/1986,3539690,Ireland,28.5495,IRL,Europe,EU,28748959728.6986
1/1/1986,49260255,Iran,147.536,IRN,Asia,AS,209094561834.095
1/1/1986,15909762,Iraq,47.2296,IRQ,Asia,AS,47127693792.2161
1/1/1986,243180,Iceland,1.779,ISL,Europe,EU,4022192403.69597
1/1/1986,4299000,Israel,26.3481,ISR,Asia,AS,34083532195.1875
1/1/1986,56596155,Italy,363.1882,ITA,Europe,EU,638273986102.091
1/1/1986,2358161,Jamaica,4.5474,JAM,North America,NA,2754566176.20212
1/1/1986,3015299,Jordan,9.1651,JOR,Asia,AS,6401380000
1/1/1986,121492000,Japan,912.2622,JPN,Asia,AS,2075034242192.31
1/1/1986,15852525,Kazakhstan,298.395,KAZ,Asia,AS,
1/1/1986,15852525,Kazakhstan,298.395,KAZ,Europe,EU,
1/1/1986,20622560,Kenya,4.073,KEN,Africa,AF,7239126716.93219
1/1/1986,4066500,Kyrgyzstan,12.784,KGZ,Asia,AS,
1/1/1986,7960949,Cambodia,0.43235,KHM,Asia,AS,
1/1/1986,65505,Kiribati,0.01832,KIR,Oceania,OC,32085561.4973262
1/1/1986,41479,Saint Kitts and Nevis,0.058624,KNA,North America,NA,125272259.259259
1/1/1986,41213674,South Korea,182.6718,KOR,Asia,AS,115537126325.94
1/1/1986,1832310,Kuwait,35.2303,KWT,Asia,AS,17903681693.0489
1/1/1986,2660872,Lebanon,7.4785,LBN,Asia,AS,
1/1/1986,2158429,Liberia,0.72288,LBR,Africa,AF,840964400
1/1/1986,3994597,Libya,33.8955,LBY,Africa,AF,
1/1/1986,128449,Saint Lucia,0.1319,LCA,North America,NA,289689703.703704
1/1/1986,27559,Liechtenstein,,LIE,Europe,EU,779365167.602424
1/1/1986,16408859,Sri Lanka,3.6603,LKA,Asia,AS,6405210563.88294
1/1/1986,1561692,Lesotho,,LSO,Africa,AF,318862888.402626
1/1/1986,3578914,Lithuania,25.8206,LTU,Europe,EU,
1/1/1986,368355,Luxembourg,9.1277,LUX,Europe,EU,6921264132.20155
1/1/1986,2599892,Latvia,16.2119,LVA,Europe,EU,
1/1/1986,295591,Macao,0.8757,MAC,Asia,AS,1517496131.38322
1/1/1986,22980335,Morocco,18.8481,MAR,Africa,AF,19462175321.8224
1/1/1986,3602000,Moldova,24.4296,MDA,Europe,EU,
1/1/1986,10352120,Madagascar,1.1371,MDG,Africa,AF,3258288890.58647
1/1/1986,196264,Maldives,0.080608,MDV,Asia,AS,141902097.902098
1/1/1986,77599098,Mexico,294.4666,MEX,North America,NA,129440194508.009
1/1/1986,40211,Marshall Islands,,MHL,Oceania,OC,55989000
1/1/1986,1987538,Macedonia,13.9875,MKD,Europe,EU,
1/1/1986,7952865,Mali,0.37961,MLI,Africa,AF,1852163474.54664
1/1/1986,342121,Malta,1.4839,MLT,Europe,EU,1435079200.34957
1/1/1986,38698482,Myanmar,6.7563,MMR,Asia,AS,
1/1/1986,607711,Montenegro,2.4878,MNE,Europe,EU,
1/1/1986,1976310,Mongolia,9.5951,MNG,Asia,AS,2896178866.66667
1/1/1986,12808558,Mozambique,0.97714,MOZ,Africa,AF,5247193069.30693
1/1/1986,1829675,Mauritania,0.37373,MRT,Africa,AF,802890746.890756
1/1/1986,1028360,Mauritius,0.79875,MUS,Africa,AF,1469046114.77455
1/1/1986,7666391,Malawi,0.54845,MWI,Africa,AF,1183671788.12366
1/1/1986,16043731,Malaysia,39.7107,MYS,Asia,AS,27734562640.4277
1/1/1986,1239928,Namibia,,NAM,Africa,AF,1816754048.14004
1/1/1986,157350,New Caledonia,1.4008,NCL,Oceania,OC,1201262517.87644
1/1/1986,7118883,Niger,0.89894,NER,Africa,AF,1904097000.74963
1/1/1986,85766399,Nigeria,73.1922,NGA,Africa,AF,20721499308.4371
1/1/1986,3823130,Nicaragua,2.2555,NIC,North America,NA,
1/1/1986,14572278,Netherlands,144.0145,NLD,Europe,EU,198298498021.227
1/1/1986,4167354,Norway,47.0456,NOR,Europe,EU,78693253275.995
1/1/1986,17239673,Nepal,0.69701,NPL,Asia,AS,2850784523.37711
1/1/1986,8683,Nauru,0.16122,NRU,Oceania,OC,
1/1/1986,3246300,New Zealand,22.946,NZL,Oceania,OC,30605196451.2041
1/1/1986,1561185,Oman,9.8249,OMN,Asia,AS,7323822251.3089
1/1/1986,95215378,Pakistan,49.0586,PAK,Asia,AS,31899071053.9368
1/1/1986,2268500,Panama,2.7348,PAN,North America,NA,6797834200
1/1/1986,20230384,Peru,21.7533,PER,South America,SA,15244232957.876
1/1/1986,55755355,Philippines,29.0247,PHL,Asia,AS,29868339080.8263
1/1/1986,13831,Palau,,PLW,Oceania,OC,
1/1/1986,4186499,Papua New Guinea,2.0628,PNG,Oceania,OC,2648033765.69899
1/1/1986,37456119,Poland,451.8486,POL,Europe,EU,
1/1/1986,19156795,North Korea,156.8353,PRK,Asia,AS,
1/1/1986,10032734,Portugal,30.2214,PRT,Europe,EU,38749715721.7531
1/1/1986,3783074,Paraguay,1.6573,PRY,South America,SA,3439716561.65443
1/1/1986,181817,French Polynesia,0.60456,PYF,Oceania,OC,2301514717.29807
1/1/1986,397740,Qatar,13.267,QAT,Asia,AS,5053021950.54945
1/1/1986,22859269,Romania,201.6413,ROU,Europe,EU,
1/1/1986,144894000,Russia,2368.15,RUS,Asia,AS,
1/1/1986,144894000,Russia,2368.15,RUS,Europe,EU,
1/1/1986,6443751,Rwanda,0.59723,RWA,Africa,AF,1944711061.30888
1/1/1986,13794165,Saudi Arabia,204.6006,SAU,Asia,AS,86961922765.3254
1/1/1986,17757491,Sudan,3.8831,SDN,Africa,AF,15769062500
1/1/1986,6670663,Senegal,2.6365,SEN,Africa,AF,4189860416.18118
1/1/1986,2733373,Singapore,34.8765,SGP,Asia,AS,18569292304.8952
